词频排名,单词,阶段,周区间,说明,音标,中文释义,例句
6715,jo,P7,W61–W70,释义待核实，不进入核心练习,ˈdʒoʊ,释义待核实，不计入核心练习,
6716,concentrations,P7,W61–W70,释义待核实，不进入核心练习,ˌkɑnsənˈtreɪʃənz,释义待核实，不计入核心练习,
6717,estonia,P7,W61–W70,释义待核实，不进入核心练习,ɛˈstoʊniə,释义待核实，不计入核心练习,
6718,christianity,P7,W61–W70,释义待核实，不进入核心练习,ˌkrɪstʃiˈænɪti,释义待核实，不计入核心练习,
6719,veteran,P7,W61–W70,,ˈvɛtɚən,n. 老兵，退伍军人；经验丰富的人，老手；adj. 经验丰富的，老练的；<英>古老的,He is a veteran parliamentarian whose views enjoy widespread respect.　他是一位资深议员，其观点受到广泛尊重。
6720,streams,P7,W61–W70,释义待核实，不进入核心练习,ˈstrimz,释义待核实，不计入核心练习,
6721,landing,P7,W61–W70,,ˈlændɪŋ,n. 楼梯平台；着陆，降落；（军队的）登陆；码头，卸货处；【名】 （Landing）（冈、瑞典、塞内）兰丁（人名）,I ran out onto the landing.　我跑出去上了楼梯平台。
6722,signing,P7,W61–W70,释义待核实，不进入核心练习,ˈsaɪnɪŋ,释义待核实，不计入核心练习,
6723,executed,P7,W61–W70,释义待核实，不进入核心练习,ˈɛksəkˌjutɪd,释义待核实，不计入核心练习,
6724,katie,P7,W61–W70,释义待核实，不进入核心练习,ˈkeɪti,释义待核实，不计入核心练习,
6725,negotiations,P7,W61–W70,释义待核实，不进入核心练习,nəˌɡoʊʃiˈeɪʃənz,释义待核实，不计入核心练习,
6726,realistic,P7,W61–W70,,ˌriəˈlɪstɪk,adj. 务实的，实事求是的；实际的，现实可行的；写实的，逼真的；实在论的,A more realistic figure is 11 million.　一个更现实可行的数字是1100万。
6727,dt,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6728,cgi,P7,W61–W70,释义待核实，不进入核心练习,ˌsiˌɡiˈaɪ,释义待核实，不计入核心练习,
6729,showcase,P7,W61–W70,释义待核实，不进入核心练习,ˈʃoʊˌkeɪs,释义待核实，不计入核心练习,
6730,integral,P7,W61–W70,,ˈɪntəɡrəl,adj. 必需的，必要的，不可或缺的；作为组成部分的；完整的；整的，积分的；n. 积分；完整,All models have an integral CD player.　所有型号都有内置的激光唱片机。
6731,asks,P7,W61–W70,释义待核实，不进入核心练习,ˈæsks,释义待核实，不计入核心练习,
6732,relax,P7,W61–W70,,rɪˈlæks,v. 休息，（使）放松；放心，镇定；松开，（使）松弛；放宽（规则或法律等）； 减少（关注），分散（注意力）；烫直（头发）,She just won't relax.　她就是不放松。
6733,namibia,P7,W61–W70,释义待核实，不进入核心练习,nəˈmɪbiə,释义待核实，不计入核心练习,
6734,generating,P7,W61–W70,释义待核实，不进入核心练习,ˈdʒɛnɚˌeɪtɪŋ,释义待核实，不计入核心练习,
6735,christina,P7,W61–W70,释义待核实，不进入核心练习,krɪˈstinə,释义待核实，不计入核心练习,
6736,congressional,P7,W61–W70,,kənˈɡrɛʃənəl,adj. 立法机构的，代表大会的，（美国）国会的,The president explained his plans to congressional leaders.　总统向国会领导人说明了他的计划。
6737,synopsis,P7,W61–W70,释义待核实，不进入核心练习,sɪˈnɑpsɪs,释义待核实，不计入核心练习,
6738,hardly,P7,W61–W70,,ˈhɑrdli,adv. 几乎不，几乎没有；刚刚，才；几乎无法；差不多，大约；<古>严厉的，苛刻的,I hardly slept a wink.　我几乎连个盹都没打。
6739,prairie,P7,W61–W70,,ˈprɛri,n. （北美的）大草原；蒸气火车头（Prairie）,The prairie vole is one such animal.　草原田鼠就是这样一种动物。
6740,reunion,P7,W61–W70,,riˈunjən,n. （有组织的）聚会，团聚；重逢，团圆；再联合，重新统一,Christmas is a time of reunion.　圣诞节是团聚的日子。
6741,composer,P7,W61–W70,,kəmˈpoʊzɚ,n. 创作者，作曲家,He was born to be a great composer.　他是个天生的伟大作曲家。
6742,bean,P7,W61–W70,,ˈbin,n. 豆，菜豆，豆科植物；籽实，豆形种子；用于强调丝毫，一点；<旧>脑袋；（Bean）描述Java的软件组件模型（Enterprise Java Bean）；v. （用某物）击中（某人）头部；【名】 （Bean）（英）比恩（人名）,Sometimes I take 'em off with a bean.　有时我用蚕豆除掉它们。
6743,sword,P7,W61–W70,,ˈsɔrd,n. 剑，刀；<文> 武力，暴力（the sword）；塔罗纸牌中一组牌中的一张（swords）；【名】 （Sword）索德（人名）,He buckled on his sword.　他把剑扣好。
6744,absent,P7,W61–W70,,ˈæbsənt,adj. 缺勤的，缺席的；不存在的，缺乏的；心不在焉的，出神的；不与子女一起住的；prep. <美，正式>缺乏，没有；v. 缺席，离开,"""Nothing,"" Rosie said in an absent way.　“没什么，”罗茜心不在焉地说。"
6745,photographic,P7,W61–W70,释义待核实，不进入核心练习,ˌfoʊtəˈɡræfɪk,释义待核实，不计入核心练习,
6746,sells,P7,W61–W70,释义待核实，不进入核心练习,ˈsɛlz,释义待核实，不计入核心练习,
6747,ecuador,P7,W61–W70,释义待核实，不进入核心练习,ˈɛkwəˌdɔr,释义待核实，不计入核心练习,
6748,hoping,P7,W61–W70,释义待核实，不进入核心练习,ˈhoʊpɪŋ,释义待核实，不计入核心练习,
6749,accessed,P7,W61–W70,释义待核实，不进入核心练习,ˈækˌsɛst,释义待核实，不计入核心练习,
6750,spirits,P7,W61–W70,释义待核实，不进入核心练习,ˈspɪrɪts,释义待核实，不计入核心练习,
6751,modifications,P7,W61–W70,释义待核实，不进入核心练习,ˌmɑdəfəˈkeɪʃənz,释义待核实，不计入核心练习,
6752,coral,P7,W61–W70,,ˈkɔrəl,n. 珊瑚；（作珠宝的）珊瑚宝石；珊瑚色，橘红色；珊瑚虫；龙虾卵，扇贝卵；adj. 珊瑚色的，浅橘红色的；珊瑚的，珊瑚制的；【名】 （Coral）（英、法、西、葡）科拉尔（人名）,The island is encircled by a coral reef.　这个岛周围都是珊瑚礁。
6753,pixel,P7,W61–W70,释义待核实，不进入核心练习,ˈpɪksəl,释义待核实，不计入核心练习,
6754,float,P7,W61–W70,,ˈfloʊt,v. （使）漂浮，（使）浮动；轻盈走动，飘然移动；提出（想法或计划）；发行（股票）上市；使（货币汇率）自由浮动；n. 彩车；鱼漂，浮子；（学游泳用的）浮板；<美，非正式>顶端加冰激凌的饮料；<英，非正式>（商店的）备用零钱；（公司股票）上市，开始发行；【名】 （Float）（美、英、德）弗洛特（人名）,Can you float on your back?　你能仰浮吗？
6755,colin,P7,W61–W70,释义待核实，不进入核心练习,ˈkoʊlɪn,释义待核实，不计入核心练习,
6756,bias,P7,W61–W70,,ˈbaɪəs,n. 偏见，成见；偏好，天赋；倾向，趋势；斜纹；（统计）偏差，偏倚；偏重心球形；偏压，偏统；v. 使有偏见，使偏心；加偏压（或偏流）于；adj. 偏斜的,The course has a strong practical bias.　这个课程偏重实用。
6757,imported,P7,W61–W70,释义待核实，不进入核心练习,ˌɪmˈpɔrtɪd,释义待核实，不计入核心练习,
6758,paths,P7,W61–W70,释义待核实，不进入核心练习,ˈpæðz,释义待核实，不计入核心练习,
6759,bubble,P7,W61–W70,,ˈbʌbəl,n. 气泡，泡沫；经济泡沫；（欲表达的）一点感情；气泡框；泡状物；安全的地方（或位置）；泡螺；v. 冒泡，沸腾；发出冒泡的声音；忙碌，活跃；兴奋，激动；（情绪、感情等）涌动,Add the white wine and let it bubble up.　加入白葡萄酒，让它产生泡沫。
6760,por,P7,W61–W70,释义待核实，不进入核心练习,ˈpɔr,释义待核实，不计入核心练习,
6761,acquire,P7,W61–W70,,əˈkwaɪɚ,v. 获得，得到；学到，习得；患上（疾病）；逐渐具有，开始学会,People must acquire this skill somewhere.　人们必须从某个地方获得这种技能。
6762,contrary,P7,W61–W70,,ˈkɑntrɛri,adj. 相反的，相对的；乖戾的，好与人作对的；逆向的，逆行的；n. 相反的事实（或事情、情况）；对立命题，反对命题；adv. 相反地,I don't find him funny at all. Quite the contrary.　正相反，我觉得他一点儿也不可笑。
6763,millennium,P7,W61–W70,,məˈlɛniəm,n. 一千年；千周年纪念日，千禧年（the millennium）；世界末日前基督治理世界的一千年（the millennium）；（作为乌托邦的）美满时期，太平盛世（the millennium）,How did you celebrate the millennium?　你们是如何欢庆千禧年的？
6764,tribune,P7,W61–W70,释义待核实，不进入核心练习,ˈtrɪbjun,释义待核实，不计入核心练习,
6765,vessel,P7,W61–W70,,ˈvɛsəl,n. 船，舰；（人或动物的）血管，（植物的）导管；（盛液体用的）容器，器皿；（有某种特质或用途的）人；【名】 （Vessel）韦塞尔（人名）,The vessel yesterday reached anchorage off Dubai.　该船昨日抵达迪拜附近的锚地。
6766,acids,P7,W61–W70,释义待核实，不进入核心练习,ˈæsədz,释义待核实，不计入核心练习,
6767,focusing,P7,W61–W70,释义待核实，不进入核心练习,ˈfoʊkəsɪŋ,释义待核实，不计入核心练习,
6768,viruses,P7,W61–W70,释义待核实，不进入核心练习,ˈvaɪrəsəz,释义待核实，不计入核心练习,
6769,cheaper,P7,W61–W70,释义待核实，不进入核心练习,ˈtʃipɚ,释义待核实，不计入核心练习,
6770,admitted,P7,W61–W70,释义待核实，不进入核心练习,ədˈmɪtɪd,释义待核实，不计入核心练习,
6771,dairy,P7,W61–W70,,ˈdɛri,adj. 奶制的，乳品的；乳品业的，生产乳品的；n. 乳品公司，乳品店；乳制品；牛奶场，乳品场；<新西兰>地方小店；乳牛,They farm dairy cattle.　他们饲养奶牛。
6772,admit,P7,W61–W70,,ədˈmɪt,v. （勉强）承认；招认，招供；准许进入（某处）；接纳，接收（入学）；收治，接收入院；承认……有效；容许，为……留有余地,I must admit I am impressed.　我得承认我很佩服。
6773,mem,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6774,fancy,P7,W61–W70,,ˈfænsi,v. <英，非正式> 喜欢，想要；<英，非正式> 爱恋，爱慕；<英，非正式> 认为……会成功（赢）；<文> 认为，想象；<英，非正式>自负，自命不凡（fancy oneself）；<英> （表示惊奇或震惊）真想不到，竟然；爱恋，爱慕（常用于英式口语中）； <英，非正式>喜欢，想要（常用于英式口语中）；<英，非正式>爱恋，爱慕（常用于英式口语中）；<英，非正式>认为……会成功（赢）；n. 喜欢，想要；想象，想象力，想象的事物；<旧> （无根据的）想法，空想；花色小蛋糕；（赛马或其他体育比赛中）最被看好的人（或动物）；<旧> 喜爱的人（或事物）；（16和17世纪音乐用语）幻想曲；（无根据的）想法，空想；adj. 时髦的，奢华的；华丽的，花哨的；复杂的，高难度的；（食品）特级的，优质的；娴熟的，巧妙的；（花）杂色的；（动物）供观赏的；（画，雕塑）凭想像创作的，想像出来的,"""Fancy that!"" smiled Conti.　“真没想到！” 康蒂笑着说。"
6775,equality,P7,W61–W70,,ɪˈkwɑləti,n. 均等，平等；等式,Europe is not a gender-equality heaven.　欧洲不是性别平等的天堂。
6776,samoa,P7,W61–W70,释义待核实，不进入核心练习,səˈmoʊə,释义待核实，不计入核心练习,
6777,gc,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6778,achieving,P7,W61–W70,释义待核实，不进入核心练习,əˈtʃivɪŋ,释义待核实，不计入核心练习,
6779,tap,P7,W61–W70,,ˈtæp,v. 轻拍，轻扣，轻敲；敲出节奏，打拍子；凿孔装（龙头或旋塞）；旋开（桶等容器）放出液体；在（树）上切口（导出液体）；（在电话上）装窃听器，窃听；开发，发掘，利用（资源、形势）；<美> 委任，指定（某人做某事）；<英，非正式> 非法劝说（运动员）转会（到另一俱乐部）；向（某人）索取， 从……处获得钱（或信息）；（使用键盘）输入；给……攻丝；发出轻拍音；n. 水龙头，阀门，旋塞；轻拍（声），轻敲（声）；窃听，窃听器；踢踏舞；（踢踏舞鞋尖或鞋跟上的）金属片；（军营里晚上的）熄灯号，（军队的）葬礼号；<英>（女童子军活动中）篝火晚会上（或集会上）唱的结束曲；<英> 酒吧；螺丝攻；<英>（电） 分接头；轻拍音；【名】 （Tap）塔（人名）,Who left the tap running?　谁没关水龙头？
6780,stickers,P7,W61–W70,释义待核实，不进入核心练习,ˈstɪkɚz,释义待核实，不计入核心练习,
6781,fisheries,P7,W61–W70,释义待核实，不进入核心练习,ˈfɪʃɚiz,释义待核实，不计入核心练习,
6782,exceptions,P7,W61–W70,释义待核实，不进入核心练习,ɪkˈsɛpʃənz,释义待核实，不计入核心练习,
6783,reactions,P7,W61–W70,释义待核实，不进入核心练习,riˈækʃənz,释义待核实，不计入核心练习,
6784,leasing,P7,W61–W70,释义待核实，不进入核心练习,ˈlisɪŋ,释义待核实，不计入核心练习,
6785,lauren,P7,W61–W70,释义待核实，不进入核心练习,ˈlɔrən,释义待核实，不计入核心练习,
6786,beliefs,P7,W61–W70,释义待核实，不进入核心练习,bɪˈlifs,释义待核实，不计入核心练习,
6787,ci,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6788,macromedia,P7,W61–W70,释义待核实，不进入核心练习,ˌmækroʊˈmidiə,释义待核实，不计入核心练习,
6789,companion,P7,W61–W70,,kəmˈpænjən,n. 同伴，伴侣；（受雇照料老人或病人的）陪护；成对的物品之一；同甘共苦的伙伴；（用于书名）指南，手册；伴星；最低级爵士；v. 陪伴；【名】 （Companion）（英）康帕宁（人名）,"He was a good friend, a dependable companion.　他是个好朋友，一个可以信赖的同伴。"
6790,squad,P7,W61–W70,,ˈskwɑd,n. （专门处理某类犯罪的）警察分队；运动（代表）队；（军队里的）班，组；（进行某活动的）小组，队；v. 把……编成班，把……编入班,He was executed by (a) firing squad.　他被行刑队执行枪决。
6791,analyze,P7,W61–W70,,ˈænəˌlaɪz,vt. 对……进行分析，分解（等于 analyse）,My main role was to analyze human excrement.　我的主要任务是分析人体排泄物。
6792,ashley,P7,W61–W70,释义待核实，不进入核心练习,ˈæʃli,释义待核实，不计入核心练习,
6793,scroll,P7,W61–W70,释义待核实，不进入核心练习,ˈskroʊl,释义待核实，不计入核心练习,
6794,relate,P7,W61–W70,,rɪˈleɪt,v. 联系，使有联系；涉及，关于；叙述，讲述；认同，理解；相处，交往（描述人们如何交谈、相处和对待他人）,Many adults can't relate to children.　许多成年人并不了解儿童的想法。
6795,divisions,P7,W61–W70,释义待核实，不进入核心练习,dɪˈvɪʒənz,释义待核实，不计入核心练习,
6796,swim,P7,W61–W70,,ˈswɪm,v. 游泳；横渡；游（某一泳姿）；（鱼、禽等）游过，游动；浸，泡；漂浮；使漂浮，使渡过；（物体）仿佛旋转；眩晕；n. 游泳；（河流中）适合钓鱼的静止深水处，深潭；漂浮；眩晕；adj. 游泳时穿戴的,I had a swim to cool down.　我游了泳，凉快凉快。
6797,wages,P7,W61–W70,释义待核实，不进入核心练习,ˈweɪdʒəz,释义待核实，不计入核心练习,
6798,additionally,P7,W61–W70,,əˈdɪʃəˌnʌli,adv. 另外，此外；分外地，更加,"Additionally, the bus service will run on Sundays, every two hours.　此外，公共汽车将于星期天运行，每两小时一班。"
6799,suffer,P7,W61–W70,,ˈsʌfɚ,v. （因疾病、痛苦、悲伤等）受苦，受折磨；经受，遭受（坏事）；变差，变糟；<古>容许，允许；<古>受处决,Do you suffer from constipation?　你便秘吗？
6800,forests,P7,W61–W70,释义待核实，不进入核心练习,ˈfɔrəsts,释义待核实，不计入核心练习,
6801,fellowship,P7,W61–W70,,ˈfɛloʊˌʃɪp,n. 交情，友谊；（有相似爱好的）团体，协会，联谊会；（高等院校的）研究员； <美>（研究生）奖学金；董事职位，会员资格；（决定奖学金人选的）奖学金评选组,He was offered a research fellowship at Yale.　他得到了一个耶鲁大学的研究员职位。
6802,nano,P7,W61–W70,释义待核实，不进入核心练习,ˈnɑnoʊ,释义待核实，不计入核心练习,
6803,invalid,P7,W61–W70,,ˈɪnvələd,adj. （法律上）无效的，作废的；（论据、理由等）站不住脚的，错误的；（计算机）不能识别的；残疾的；n. 病弱者，伤残者；vt. 使（因伤或病）退役；使伤残，使病弱,I hate being treated as an invalid.　我讨厌被当作病人对待。
6804,concerts,P7,W61–W70,释义待核实，不进入核心练习,ˈkɑnsɚts,释义待核实，不计入核心练习,
6805,martial,P7,W61–W70,,ˈmɑrʃəl,adj. <正式>军事的，战争的；【名】 （Martial）（法）马夏尔（人名）,All the men now face court martial.　现在所有这些军人都面临军事法庭的审判。
6806,males,P7,W61–W70,释义待核实，不进入核心练习,ˈmeɪlz,释义待核实，不计入核心练习,
6807,victorian,P7,W61–W70,释义待核实，不进入核心练习,vɪkˈtɔriən,释义待核实，不计入核心练习,
6808,retain,P7,W61–W70,,rɪˈteɪn,v. 保持，保留；保存，储存；记住；付定金聘定（尤指律师）；留用（员工）,He struggled to retain control of the situation.　他曾努力保持对局势的控制。
6809,colours,P7,W61–W70,释义待核实，不进入核心练习,ˈkʌlɚz,释义待核实，不计入核心练习,
6810,execute,P7,W61–W70,,ˈɛksəkˌjut,v. 执行，实施；处决；完成，表演（高难度动作）；制作（艺术作品）；（计算机）执行指令（或程序）,We are going to execute our campaign plan to the letter.　我们将严格执行我们的竞选方案。
6811,tunnel,P7,W61–W70,,ˈtʌnəl,n. 隧道，地道；（动物的）洞穴通道；运动场运动员通道；套管；风洞；v. 开凿隧道，挖地道；（物理）（粒子）穿透势垒，隧（道贯）穿,How long is the tunnel?　这隧道有多长？
6812,genres,P7,W61–W70,释义待核实，不进入核心练习,ˈʒɑnrəz,释义待核实，不计入核心练习,
6813,cambodia,P7,W61–W70,释义待核实，不进入核心练习,ˌkæmˈboʊdiə,释义待核实，不计入核心练习,
6814,patents,P7,W61–W70,释义待核实，不进入核心练习,ˈpætənts,释义待核实，不计入核心练习,
6815,copyrights,P7,W61–W70,释义待核实，不进入核心练习,ˈkɑpiˌraɪts,释义待核实，不计入核心练习,
6816,yn,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6817,chaos,P7,W61–W70,,ˈkeɪɑs,n. 混乱，无秩序状态；混沌；【名】 （Chaos）（西）查奥斯（人名）,He was ultimately overthrown and the country descended into chaos.　他最终被推翻，国家陷入了混乱。
6818,lithuania,P7,W61–W70,释义待核实，不进入核心练习,ˌlɪθəˈweɪniə,释义待核实，不计入核心练习,
6819,mastercard,P7,W61–W70,,ˈmæstɚˌkɑrd,万事达卡(国际信用卡公司名)；n. 万事达卡,"Money is not everything,There’s Mastercard & Visa.　钞票不是万能的，有时还需要信用卡。"
6820,wheat,P7,W61–W70,,ˈwit,n. 小麦（植物），小麦（籽实）；<美>小麦面包；小麦色；【名】 （Wheat）（英）惠特（人名）,Wheat was in surplus that year.　那一年小麦过剩。
6821,chronicles,P7,W61–W70,释义待核实，不进入核心练习,ˈkrɑnɪkəlz,释义待核实，不计入核心练习,
6822,obtaining,P7,W61–W70,释义待核实，不进入核心练习,əbˈteɪnɪŋ,释义待核实，不计入核心练习,
6823,beaver,P7,W61–W70,,ˈbivɚ,n. 河狸，海狸；海狸毛皮；<史>海狸皮帽；海狸呢（一种似海狸毛皮的厚羊毛布料）；勤劳的人；（Beaver）小童子军（加入童子军协会的约六七岁的男孩）；<英，旧，非正式>大胡子男人；头盔面甲的下部，防护面罩的上部，活动防护罩；<美，俚>（从性繁殖角度看待的）女人；<美，俚>女性生殖器，阴部；v. <非正式>勤奋工作；【名】 （Beaver）（英）比弗（人名）,Last fall a beaver moved into the small stream beside our house.　去年秋天，一只海狸搬进了我家旁边的小溪里。
6824,updating,P7,W61–W70,释义待核实，不进入核心练习,əpˈdeɪtɪŋ,释义待核实，不计入核心练习,
6825,distribute,P7,W61–W70,,dɪˈstrɪbjut,v. 分发，分配；配送，分销；散布，使分布；（印刷）拆（版）还字；周延,"Aid workers helped distribute corn, milk and other staples.　救助人员协助分发谷物、牛奶及其他必需的食物。"
6826,readings,P7,W61–W70,释义待核实，不进入核心练习,ˈridɪŋz,释义待核实，不计入核心练习,
6827,decorative,P7,W61–W70,,ˈdɛkrətɪv,adj. 装饰性的，用作装饰的,The mirror is functional yet decorative.　这镜子能照人，但也有装饰作用。
6828,kijiji,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6829,confused,P7,W61–W70,,kənfˈjuzd,adj. 困惑的，糊涂的；混乱的，难懂的；v. 使糊涂，使迷惑；混淆，弄错；使复杂化（confuse 的过去式和过去分词形式）,She was becoming confused.　她开始糊涂了。
6830,compiler,P7,W61–W70,释义待核实，不进入核心练习,kəmˈpaɪlɚ,释义待核实，不计入核心练习,
6831,enlargement,P7,W61–W70,释义待核实，不进入核心练习,ɪnˈlɑrdʒmənt,释义待核实，不计入核心练习,
6832,eagles,P7,W61–W70,释义待核实，不进入核心练习,ˈiɡəlz,释义待核实，不计入核心练习,
6833,bases,P7,W61–W70,释义待核实，不进入核心练习,ˈbeɪsəz,释义待核实，不计入核心练习,
6834,vii,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6835,accused,P7,W61–W70,,əkˈjuzd,n. 被告（the accused）；v. 控告，指控；指责，谴责，归咎于（accuse 的过去式和过去分词）,She accused him of lying.　她指责他说谎。
6836,bee,P7,W61–W70,,ˈbi,n. 蜜蜂；<美>聚会，联谊赛；工作忙碌的人（busy bee）；【名】 （Bee）（英）比，（赤几）贝埃（人名）,The flower opens to reveal a bee.　花开了，露出来一只蜜蜂。
6837,campaigns,P7,W61–W70,释义待核实，不进入核心练习,kæmˈpeɪnz,释义待核实，不计入核心练习,
6838,unity,P7,W61–W70,,ˈjunəti,n. 联合；团结；一致；个体；n. 团结，统一；整体性，统一性；三一律（指戏剧在时间、地点和情节三点上的统一性）；统一体；（数目或数字）一；【名】 （Unity）尤妮蒂（人名）,Speakers at the rally expressed sentiments of unity.　集会上的发言者们表达了团结的观点。
6839,loud,P7,W61–W70,,ˈlaʊd,adj. 大声的，响亮的；（人或举止）吵闹的，聒噪的；大声疾呼的，坚定的；（衣服）花哨的；adv. 大声地，响亮地；【名】 （Loud）（英）劳德（人名）,A loud bang made me jump.　砰的一声巨响吓我一跳。
6840,conjunction,P7,W61–W70,,kənˈdʒʌŋkʃən,n. 结合，同时发生；连词；（占星术中两个天体的）相合,This is an odd conjunction.　这是一个奇怪的组合。
6841,bride,P7,W61–W70,,ˈbraɪd,n. 新娘，即将（或刚）结婚的女子；【名】 （Bride）（英）布赖德，（法）布里德（人名）,He introduced his new bride.　他介绍了他的新娘。
6842,rats,P7,W61–W70,释义待核实，不进入核心练习,ˈræts,释义待核实，不计入核心练习,
6843,defines,P7,W61–W70,释义待核实，不进入核心练习,dɪˈfaɪnz,释义待核实，不计入核心练习,
6844,airports,P7,W61–W70,释义待核实，不进入核心练习,ˈɛrˌpɔrts,释义待核实，不计入核心练习,
6845,instances,P7,W61–W70,释义待核实，不进入核心练习,ˈɪnstənsəz,释义待核实，不计入核心练习,
6846,indigenous,P7,W61–W70,,ˌɪnˈdɪdʒənəs,adj. 本土的，固有的,Indigenous foods like salt marsh lamb are in vogue.　像盐沼羊肉这样的本土食物正在流行。
6847,begun,P7,W61–W70,释义待核实，不进入核心练习,bɪˈɡʌn,释义待核实，不计入核心练习,
6848,cfr,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6849,brunette,P7,W61–W70,释义待核实，不进入核心练习,bruˈnɛt,释义待核实，不计入核心练习,
6850,packets,P7,W61–W70,释义待核实，不进入核心练习,ˈpækɪts,释义待核实，不计入核心练习,
6851,anchor,P7,W61–W70,,ˈæŋkɚ,n. 锚；支柱，靠山；商场；<美>新闻节目主持人；<英，非正式>（汽车的）刹车；v. 抛锚，泊（船）；使稳固，使固定；成为支柱；<美>主持（新闻节目）；使扎根，使基于；支持，保护；adj. 末棒的，最后一棒的,We could anchor off the pier.　我们可以在码头抛锚。
6852,socks,P7,W61–W70,释义待核实，不进入核心练习,ˈsɑks,释义待核实，不计入核心练习,
6853,validation,P7,W61–W70,释义待核实，不进入核心练习,ˌvæləˈdeɪʃən,释义待核实，不计入核心练习,
6854,parade,P7,W61–W70,,pɚˈeɪd,n. 游行；列队表演，展示；检阅，阅兵；阅兵场；一系列（人或事）；夸示，炫耀；<英>（用于街道名称中）商业街，公共广场；<英>（常指远离大街的）一小排店铺；v. 游行；（使）列队行进，接受检阅；招摇过市，大摇大摆；把（囚犯）示众；展示，展览；夸示，炫耀（财产、知识等）；（使）冒充，伪装；【名】 （Parade）（法、德）帕拉德（人名）,Felipe was in uniform for the parade.　费利佩穿着游行服装。
6855,corruption,P7,W61–W70,,kɚˈʌpʃən,n. 贪污，腐败；堕落，腐蚀；（电脑上资讯的）破坏，损坏；（语言）变体；<古>腐坏，腐烂,Corruption is endemic in the system.　腐败在这种制度下普遍存在。
6856,stat,P7,W61–W70,释义待核实，不进入核心练习,ˈstæt,释义待核实，不计入核心练习,
6857,trigger,P7,W61–W70,,ˈtrɪɡɚ,n. （枪械等的）扳机；（尤指引发不良反应或发展的）起因，诱因；（炸弹的）引爆器，触发器；v. 引发，激发；起动，触发；引爆（炸弹）；【名】 （Trigger）特里杰（人名）,He kept his finger on the trigger.　他的手指一直勾着扳机。
6858,incentives,P7,W61–W70,释义待核实，不进入核心练习,ˌɪnˈsɛntɪvz,释义待核实，不计入核心练习,
6859,cholesterol,P7,W61–W70,,kəˈlɛstɚˌɔl,n. 胆固醇,Only the yolk contains cholesterol.　只有蛋黄含胆固醇。
6860,gathered,P7,W61–W70,释义待核实，不进入核心练习,ˈɡæðɚd,释义待核实，不计入核心练习,
6861,essex,P7,W61–W70,释义待核实，不进入核心练习,ˈɛsɪks,释义待核实，不计入核心练习,
6862,slovenia,P7,W61–W70,释义待核实，不进入核心练习,ˌsloʊˈviniə,释义待核实，不计入核心练习,
6863,notified,P7,W61–W70,释义待核实，不进入核心练习,ˈnoʊtəˌfaɪd,释义待核实，不计入核心练习,
6864,differential,P7,W61–W70,释义待核实，不进入核心练习,ˌdɪfɚˈɛnʃəl,释义待核实，不计入核心练习,
6865,beaches,P7,W61–W70,释义待核实，不进入核心练习,ˈbitʃəz,释义待核实，不计入核心练习,
6866,folders,P7,W61–W70,释义待核实，不进入核心练习,ˈfoʊldɚz,释义待核实，不计入核心练习,
6867,dramatic,P7,W61–W70,,drəˈmætɪk,adj. 巨大而突然的，急剧的；激动人心的，引人注目的，给人深刻印象的；有关戏剧的，戏剧表演的；夸张的,She gave a dramatic shudder of repulsion.　她由于厌恶而身体剧烈发抖。
6868,surfaces,P7,W61–W70,释义待核实，不进入核心练习,ˈsɝfəsəz,释义待核实，不计入核心练习,
6869,terrible,P7,W61–W70,,ˈtɛrəbəl,adj. 糟糕的，令人极为不快的；极度的，极其严重的；劣质的，很差劲的；可怕的，骇人的；生病的，不高兴的；危害极大的，造成极大伤害的,I'm in a terrible predicament.　我的处境十分尴尬。
6870,routers,P7,W61–W70,释义待核实，不进入核心练习,ˈrutɚz,释义待核实，不计入核心练习,
6871,cruz,P7,W61–W70,释义待核实，不进入核心练习,ˈkruz,释义待核实，不计入核心练习,
6872,pendant,P7,W61–W70,释义待核实，不进入核心练习,ˈpɛndənt,释义待核实，不计入核心练习,
6873,dresses,P7,W61–W70,释义待核实，不进入核心练习,ˈdrɛsəz,释义待核实，不计入核心练习,
6874,baptist,P7,W61–W70,释义待核实，不进入核心练习,ˈbæptəst,释义待核实，不计入核心练习,
6875,scientist,P7,W61–W70,,ˈsaɪəntɪst,n. 科学家,He's a brilliant young scientist.　他是一个才华横溢的青年科学家。
6876,starsmerchant,P7,W61–W70,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
6877,hiring,P7,W61–W70,,ˈhaɪrɪŋ,n. 雇用；租用；v. 租用；雇用；临时雇用（hire 的现在分词）,He does the hiring and firing in our company.　他在我们公司负责员工的聘用和辞退。
